,Case Number,Charge Number,Description,Statute,Level,Date
877,15 04236-15632892,2,AGGRAVATED BURGLARY,39-14-403,Felony C,09/02/2015
878,15 04236-15632892,3,THEFT OF SERVICES$1000-$10000.00,39-14-104,Felony D,09/02/2015
879,15 04237-15632892,1,FAIL TO APPEAR IN A FELONY CASE,39-16-609,Felony E,09/02/2015
880,C2105157,1,POSS/TAKE CONTRABAND INTO PENAL FACILITY,39-16-201,Felony C,10/07/2021
881,C2105156,1,THEFT OF PROPERTY $1000-$2500,39-14-103,Felony E,08/21/2021
882,C2104545,1,AGGRAVATED ASSAULT,39-13-102,Felony C,07/05/2021
883,C2000550,1,AGGRAVATED NEGLECT OF ELDERLY OR VULNERABLE ADULT,39-15-508,Felony B,10/22/2019
884,C2000550,2,AGGRAVATED NEGLECT OF ELDERLY OR VULNERABLE ADULT,39-15-508,Felony B,10/22/2019
885,C2000550,3,AGGRAVATED ABUSE OF ELDERLY OR VULNERABLE ADULT,39-15-513,Felony C,04/18/2019
886,C2000550,4,AGGRAVATED ABUSE OF ELDERLY OR VULNERABLE ADULT,39-15-513,Felony C,04/18/2019
887,C2005612,1,AGGRAVATED ROBBERY,39-13-402,Felony B,05/02/2020
888,C2005612,2,AGGRAVATED ASSAULT,39-13-102,Felony C,05/02/2020
889,C2101864,1,AGGRAVATED ROBBERY,39-13-402,Felony B,10/09/2020
890,C2003656,1,AGGRAVATED ROBBERY,39-13-402,Felony B,05/03/2020
891,C2003656,2,AGGRAVATED ASSAULT,39-13-102,Felony C,05/03/2020
892,C2002855,1,AGGRAVATED ROBBERY,39-13-402,Felony B,05/02/2020
893,C2002855,2,AGGRAVATED ASSAULT,39-13-102,Felony C,05/02/2020
894,C2104424,1,THEFT OF PROPERTY $2500-$10000,39-14-103,Felony D,05/06/2020
895,C2100261,1,CARJACKING,39-13-404,Felony B,04/14/2020
896,C2100261,2,AGGRAVATED ROBBERY,39-13-402,Felony B,05/06/2020
897,C2100261,3,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,05/06/2020
898,C2005593,1,AGGRAVATED ROBBERY,39-13-402,Felony B,05/06/2020
899,C2005765,1,THEFT OF PROPERTY $10000-$60000,39-14-103,Felony C,04/21/2020
900,C2005765,2,VANDALISM $10000-60000,39-14-408,Felony C,04/21/2020
901,C2005590,1,AGGRAVATED ROBBERY,39-13-402,Felony B,05/06/2020
902,C2005590,2,AGGRAVATED ASSAULT,39-13-102,Felony C,05/06/2020
903,16 04046-16102067,1,AGGRAVATED ASSAULT,39-13-102,Felony C,01/25/2016
904,16 04046-16102067,2,ASSAULT-BODILY HARM,39-13-101,Misdemeanor A,01/25/2016
905,16 04046-16102067,3,RECKLESS ENDANGERMENT-DEADLY WEAPON,39-13-103,Felony E,01/25/2016
906,16 04046-16102067,4,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,08/09/2018
907,C2102532,1,FIRST DEGREE MURDER,39-13-202,Felony M,01/12/2016
908,C2102532,2,CONVICTED FELON IN POSS HANDGUN W/P,39-17-1307,Felony C,01/12/2016
909,C2105787,1,VEHICULAR HOMICIDE - RECKLESS,39-13-213,Felony C,01/22/2019
910,C2105787,2,LEAVE SCENE OF ACCIDENT INV DEATH,55-10-101,Felony E,01/22/2019
911,C2105793,1,THEFT OF PROPERTY $10000-$60000,39-14-103,Felony C,08/25/2020
912,C2105834,1,THEFT OF PROPERTY $10000-$60000,39-14-103,Felony C,01/10/2021
913,C2105834,2,EVADING ARREST,39-16-603,Misdemeanor A,01/10/2021
914,C2105790,1,AGGRAVATED ASSAULT,39-13-102,Felony C,08/25/2020
915,C2105790,2,AGGRAVATED ASSAULT,39-13-102,Felony C,08/25/2020
916,C2105790,3,AGGRAVATED ASSAULT,39-13-102,Felony C,08/25/2020
917,C2105790,4,AGGRAVATED ASSAULT,39-13-102,Felony C,08/25/2020
918,C2105790,5,AGGRAVATED ASSAULT,39-13-102,Felony C,08/25/2020
919,C2105790,6,AGGRAVATED ASSAULT,39-13-102,Felony C,08/25/2020
920,C2105790,7,UNLAWFUL POSS WEAPON,39-17-1307,Misdemeanor C,08/25/2020
921,C2105790,8,VANDALISM $10000-60000,39-14-408,Felony C,08/25/2020
922,C2103024,1,THEFT OF MERCH LESS THAN $1000,39-14-146,Misdemeanor A,11/29/2020
923,C2103024,2,CRIMINAL IMPERSONATION,39-16-301,Misdemeanor B,11/29/2020
924,C2103024,3,UNLAWFUL POSS WEAPON,39-17-1307,Misdemeanor C,11/29/2020
925,C2103350,1,AGGRAVATED ROBBERY,39-13-402,Felony B,10/19/2020
926,C2103350,2,AGGRAVATED BURGLARY-ACT IN CONCERT,39-14-403,Felony B,10/19/2020
927,C2103350,3,AGGRAVATED ASSAULT,39-13-102,Felony C,10/19/2020
928,C2103341,1,POSSESSION WEAPON (HANDGUN) - CONVICTED FELON - ATT,39-17-1307,Misdemeanor A,08/16/2020
929,C2103413,1,AGGRAVATED ASSAULT,39-13-102,Felony C,04/30/2021
930,C1704521,1,RAPE,39-13-503,Felony B,04/01/2015
931,C1704521,2,SEXUAL BATTERY BY AUTHORITY FIGURE,39-13-527,Felony C,04/01/2015
932,C1704521,101,PETITION FOR POST CONV RELIEF,40-30-102,Civil Ordinances,05/19/2021
933,C2104115,1,ALT/FALS/FORG AUTO TITLE/PLATES,55-5-116,Felony E,09/03/2021
934,C1902257,2,POSS OF CONT SUBSTANCE,39-17-418,Misdemeanor A,05/03/2018
935,C1902257,3,POSS MARIJUANA W/I MAN/DEL/SELL,39-17-417,Felony E,05/03/2018
936,C2003103,1,AGGRAVATED SEXUAL BATTERY,39-13-504,Felony B,05/01/2019
937,C2102232,1,RAPE OF A CHILD,39-13-522,Felony A,06/01/2019
938,C2102232,2,AGGRAVATED SEXUAL BATTERY,39-13-504,Felony B,06/01/2019
939,C2104856,1,THEFT OF PROPERTY $2500-$10000,39-14-103,Felony D,05/06/2021
940,C2104715,1,AGGRAVATED ASSAULT,39-13-102,Felony C,03/27/2021
941,C2104990,1,AGGRAVATED ASSAULT,39-13-102,Felony C,04/09/2021
942,C2104990,2,AGGRAVATED ASSAULT,39-13-102,Felony C,04/09/2021
943,C2104990,3,AGGRAVATED ASSAULT,39-13-102,Felony C,04/09/2021
944,C2104990,4,RECKLESS ENDANGERMENT-DEADLY WEAPON,39-13-103,Felony E,04/09/2021
945,16 02763-16615234,1,THEFT OF PROPERTY $500-$1000,39-14-103,Felony E,04/22/2016
946,16 02763-16615234,101,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,12/01/2021
947,C2005002,1,UNLAWFUL CARRYING OR POSSESSION OF A WEAPON,39-17-1307,Felony B,03/25/2020
948,C2104910,1,MOTION FOR FAST/SPEEDY/TRIAL/IND,11-11-1111,Civil Ordinances,11/05/2021
949,C2105860,1,MOTION TO DISMISS PROSECUTION,40-25-130,Civil Ordinances,12/29/2021
950,C2105745,1,CRIMINAL ATTEMPT-AGGRAVATED ASSAULT,39-13-102,Felony D,11/10/2021
951,C2105745,2,POSS OF CONT SUBSTANCE MARIJUANA,39-17-418,Misdemeanor A,11/10/2021
952,C2103271,1,VANDALISM $1000 OR LESS,39-14-408,Misdemeanor A,03/20/2020
953,C1910050,1,POSS CONT SUBST METH,39-17-418,Misdemeanor A,10/03/2018
954,C1910050,2,POSS CONT SUB W/I MAN/DEL/SELL,39-17-417,Felony B,10/03/2018
955,C1910050,3,POSS CONT SUBST METH,39-17-418,Misdemeanor A,10/03/2018
956,C1910050,4,UPCS-W/I METH,39-17-434,Felony B,10/03/2018
957,C1910050,101,PETITION TO SUSPEND REM OF SENTENCE,40-21-103,Civil Ordinances,02/03/2021
958,C1901067,1,AGGRAVATED KIDNAPPING,39-13-304,Felony B,08/03/2018
959,C1901067,2,AGGRAVATED KIDNAPPING,39-13-304,Felony B,08/03/2018
960,C1901067,3,AGGRAVATED KIDNAPPING,39-13-304,Felony B,08/03/2018
961,C1901067,4,AGGRAVATED ASSAULT,39-13-102,Felony C,08/03/2018
962,C1901067,5,AGGRAVATED ASSAULT,39-13-102,Felony C,08/03/2018
963,C1901067,6,AGGRAVATED ASSAULT,39-13-102,Felony C,08/03/2018
964,C1901067,101,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,02/03/2021
965,C2000096,1,THEFT OF MERCH LESS THAN $1000,39-14-146,Misdemeanor A,03/13/2019
966,C2000096,2,THEFT OF MERCH LESS THAN $1000,39-14-146,Misdemeanor A,03/13/2019
967,C2000096,101,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,02/03/2021
968,C1800802,1,FIRST DEGREE MURDER,39-13-202,Felony M,06/05/2016
969,C1800802,2,FIRST DEGREE MURDER,39-13-202,Felony M,06/05/2016
970,C1800802,3,FIRST DEGREE MURDER,39-13-202,Felony M,06/05/2016
971,C1800802,4,FIRST DEGREE MURDER,39-13-202,Felony M,06/05/2016
972,C1800802,5,FIRST DEGREE MURDER,39-13-202,Felony M,06/05/2016
973,C1800802,6,CRIM ATT-FIRST DEGREE MURDER,39-13-202,Felony A,06/05/2016
974,C1800802,7,CRIM ATT-FIRST DEGREE MURDER,39-13-202,Felony A,06/05/2016
975,C1800802,8,VEHICULAR HOMICIDE - RECKLESS,39-13-213,Felony C,06/05/2016
976,C1800802,9,INTENT EVADE ARREST AUTO RISK/DEATH,39-16-603,Felony D,06/05/2016
977,C1800802,10,THEFT OF PROPERTY $10000-$60000,39-14-103,Felony C,06/05/2016
978,C1800802,11,THEFT OF PROPERTY $1000-$10000,39-14-103,Felony D,06/05/2016
979,C1800802,12,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,06/05/2016
980,C1800802,13,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,06/05/2016
981,C1800802,101,APPEAL,11-11-1111,Civil Ordinances,10/18/2021
982,C1909351,1,ILLEGAL REGISTRATION OR VOTING,2-19-107,Felony D,10/05/2015
983,C1909351,2,ILLEGAL REGISTRATION OR VOTING,2-19-107,Felony D,08/04/2016
984,C1909351,3,ILLEGAL REGISTRATION OR VOTING,2-19-107,Felony D,11/08/2016
985,C1909351,4,ILLEGAL REGISTRATION OR VOTING,2-19-107,Felony D,05/01/2018
986,C1909351,5,ILLEGAL REGISTRATION OR VOTING,2-19-107,Felony D,08/02/2018
987,C1909351,6,ILLEGAL REGISTRATION OR VOTING,2-19-107,Felony D,11/06/2018
988,C1909351,7,ILLEGAL REGISTRATION OR VOTING,2-19-107,Felony D,10/08/2015
989,C1909351,8,ILLEGAL REGISTRATION OR VOTING,2-19-107,Felony D,08/04/2016
990,C1909351,9,ILLEGAL REGISTRATION OR VOTING,2-19-107,Felony D,11/08/2016
991,C1909351,10,ILLEGAL REGISTRATION OR VOTING,2-19-107,Felony D,05/01/2018
992,C1909351,11,ILLEGAL REGISTRATION OR VOTING,2-19-107,Felony D,08/02/2018
993,C1909351,12,ILLEGAL REGISTRATION OR VOTING,2-19-107,Felony D,11/06/2018
994,C1909351,13,FALSIFY ENTRY ON ELECTION DOCUMENT,2-19-109,Felony D,09/03/2019
995,C1909351,14,PERJURY,39-16-702,Misdemeanor A,09/03/2019
996,C2105398,1,CHILD ABUSE/NEG U/6 YRS OLD,39-15-401,Felony E,08/11/2021
997,C2103881,1,DRIVING U/INFLUENCE INTOX/DRUGS,55-10-401,Misdemeanor A,02/07/2021
998,C2103881,2,DRIVING U/INFLUENCE INTOX/DRUGS,55-10-401,Misdemeanor A,02/07/2021
999,C2103881,4,RECKLESS DRIVING,55-10-205,Misdemeanor B,02/07/2021
1000,C1805246,1,AGGRAVATED ASSAULT,39-13-102,Felony C,01/26/2017
1001,C1805246,2,DOMESTIC ASSAULT-THREAT BODILY HARM,39-13-111,Misdemeanor A,01/26/2017
1002,C1805246,3,DOMESTIC ASSAULT-BODILY HARM,39-13-111,Misdemeanor A,01/26/2017
1003,C2103267,1,ASSAULT-BODILY HARM,39-13-101,Misdemeanor A,12/08/2020
1004,C2003169,1,VEHICULAR HOMICIDE - INTOXICATION,39-13-213,Felony B,11/06/2019
1005,C2003169,2,VEHICULAR HOMICIDE - INTOXICATION,39-13-213,Felony B,11/06/2019
1006,C2003169,3,VEHICULAR HOMICIDE - INTOXICATION,39-13-213,Felony B,11/06/2019
1007,C2003169,4,VEHICULAR HOMICIDE - INTOXICATION,39-13-213,Felony B,11/06/2019
1008,C2003169,5,VEHICULAR ASSAULT,39-13-106,Felony D,11/06/2019
1009,C2003169,6,VEHICULAR ASSAULT,39-13-106,Felony D,11/06/2019
1010,C2003169,7,AGGRAVATED ASSAULT,39-13-102,Felony C,11/06/2019
1011,C2003169,8,AGGRAVATED ASSAULT,39-13-102,Felony C,11/06/2019
1012,C2003169,9,DRIVING U/INFLUENCE INTOX/DRUGS,55-10-401,Misdemeanor A,11/06/2019
1013,C2003169,10,DRIVING U/INFLUENCE INTOX/DRUGS,55-10-401,Misdemeanor A,11/06/2019
1014,C2101508,1,VEHICULAR HOMICIDE - INTOXICATION,39-13-213,Felony B,01/27/2020
1015,C2101508,2,VEHICULAR HOMICIDE - INTOXICATION,39-13-213,Felony B,01/27/2020
1016,C2101508,3,VEHICULAR HOMICIDE - RECKLESS,39-13-213,Felony C,01/27/2020
1017,C2101508,4,VEHICULAR HOMICIDE - RECKLESS,39-13-213,Felony C,01/27/2020
1018,C2101508,5,DRIVING U/INFLUENCE INTOX/DRUGS,55-10-401,Misdemeanor A,01/27/2020
1019,C2101508,6,DRIVING U/INFLUENCE INTOX/DRUGS,55-10-401,Misdemeanor A,01/27/2020
1020,C2101508,7,RECKLESS DRIVING,55-10-205,Misdemeanor B,01/27/2020
1021,C2103200,1,CRIMINAL ATTEMPT-FIRST DEGREE MURDER,39-13-202,Felony A,01/22/2021
1022,C2103200,2,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,01/22/2021
1023,C2103200,3,AGGRAVATED ASSAULT,39-13-102,Felony C,01/22/2021
1024,C2103200,4,AGGRAVATED ASSAULT,39-13-102,Felony C,01/22/2021
1025,C2103200,5,AGGRAVATED ASSAULT,39-13-102,Felony C,01/22/2021
1026,C2103200,6,AGGRAVATED ASSAULT,39-13-102,Felony C,01/22/2021
1027,C2001781,1,SECOND DEGREE MURDER,39-13-210,Felony A,10/18/2019
1028,C2006422,1,ASSAULT-BODILY HARM,39-13-101,Misdemeanor A,09/06/2019
1029,C2103857,1,SEXUAL BATTERY BY AUTHORITY FIGURE,39-13-527,Felony C,09/01/2020
1030,C2103857,2,SOL OF A MINOR - AGGRAVATED SEXUAL BATTERY,39-13-528,Felony C,09/01/2020
1031,C2102995,1,VANDALISM $1000 OR LESS,39-14-408,Misdemeanor A,03/08/2020
1032,C2100826,1,AGGRAVATED ASSAULT,39-13-102,Felony C,07/11/2020
1033,C2100826,2,AGGRAVATED ASSAULT,39-13-102,Felony C,07/11/2020
1034,C2103624,1,DRIVING U/INFLUENCE INTOX/DRUGS,55-10-401,Misdemeanor A,04/03/2020
1035,C2103624,2,DRIVING U/INFLUENCE INTOX/DRUGS,55-10-401,Misdemeanor A,04/03/2020
1036,C2104429,1,DRIVING U/INFLUENCE INTOX/DRUGS,55-10-401,Misdemeanor A,11/15/2020
1037,C2104429,2,RECKLESS DRIVING,55-10-205,Misdemeanor B,11/15/2020
1038,C2104429,3,FAILURE TO STOP/LEAVING THE SCENE,55-10-102,Misdemeanor A,11/15/2020
1039,C2102961,1,ASSAULT-OFFENSIVE CONTACT,39-13-101,Misdemeanor B,10/05/2020
1040,C2004863,1,DRIVING U/INFLUENCE INTOX/DRUGS EQUAL OR GREATER THAN 4,55-10-401,Felony E,12/20/2019
1041,C2004863,2,DRIVING U/INFLUENCE INTOX/DRUGS EQUAL OR GREATER THAN 4,55-10-401,Felony E,12/20/2019
1042,C2004863,3,DRIVING WHILE LICENSE S/R/C,55-50-504,Misdemeanor B,12/20/2019
1043,C2004863,4,RECKLESS DRIVING,55-10-205,Misdemeanor B,12/20/2019
1044,C2101443,1,DRIVING U/INFLUENCE INTOX/DRUGS,55-10-401,Misdemeanor A,01/18/2021
1045,C2101443,2,RECKLESS DRIVING,55-10-205,Misdemeanor B,01/18/2021
1046,C2101443,3,DRIVING U/INFLUENCE INTOX/DRUGS EQUAL OR GREATER THAN 4,55-10-401,Felony E,01/18/2021
1047,C2101077,1,THEFT OF PROPERTY $10000-$60000,39-14-103,Felony C,01/20/2021
1048,C2001392,1,RAPE,39-13-503,Felony B,08/10/2019
1049,C2001392,2,RAPE,39-13-503,Felony B,08/10/2019
1050,C2000588,1,BURGLARY - BUILDING,39-14-402,Felony D,01/22/2020
1051,C2000588,101,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,06/29/2020
1052,C2000588,102,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,06/10/2021
1053,C2102354,1,VANDALISM $2500-$10000,39-14-408,Felony D,05/02/2021
1054,C2102354,2,CRIMINAL TRESPASS,39-14-405,Misdemeanor C,05/02/2021
1055,C2103957,1,VANDALISM $2500-$10000,39-14-408,Felony D,05/25/2021
1056,C2103957,2,CRIMINAL TRESPASS,39-14-405,Misdemeanor C,05/25/2021
1057,C2103957,3,CRIMINAL TRESPASS,39-14-405,Misdemeanor C,05/25/2021
1058,C2105349,1,THEFT OF PROPERTY $10000-$60000,39-14-103,Felony C,11/23/2020
1059,C2105237,1,SECOND DEGREE MURDER,39-13-210,Felony A,07/24/2021
1060,C2105237,2,CRIMINAL ATTEMPT-SECOND DEGREE MURDER,39-13-210,Felony B,07/24/2021
1061,C2105237,3,CRIMINAL ATTEMPT-SECOND DEGREE MURDER,39-13-210,Felony B,07/24/2021
1062,C2105237,4,CRIMINAL ATTEMPT-SECOND DEGREE MURDER,39-13-210,Felony B,07/24/2021
1063,C2105237,5,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,07/24/2021
1064,C2105237,6,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,07/24/2021
1065,C2105237,7,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,07/24/2021
1066,C2105354,1,CRIMINAL ATTEMPT-FIRST DEGREE MURDER,39-13-202,Felony A,07/15/2021
1067,C2105354,2,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,07/15/2021
1068,C2105354,3,RESISTING OFFICIAL DETENTION,39-16-602,Misdemeanor B,07/15/2021
1069,C2105354,4,RECKLESS DRIVING,55-10-205,Misdemeanor B,07/15/2021
1070,C2103244,1,INTENTIONALLY EVADE ARREST IN AUTO,39-16-603,Felony E,05/05/2021
1071,C2103244,2,RECKLESS DRIVING,55-10-205,Misdemeanor B,05/05/2021
1072,C2003149,1,CRIMINAL ATTEMPT-FIRST DEGREE MURDER,39-13-202,Felony A,08/29/2019
1073,C2003149,2,AGGRAVATED ASSAULT-ACT IN CONCERT,39-13-102,Felony B,08/29/2019
1074,C2003149,3,AGGRAVATED ASSAULT-ACT IN CONCERT,39-13-102,Felony B,08/29/2019
1075,C2003149,4,AGGRAVATED ASSAULT-ACT IN CONCERT,39-13-102,Felony B,08/29/2019
1076,C2003149,5,AGGRAVATED ASSAULT-ACT IN CONCERT,39-13-102,Felony B,08/29/2019
1077,C2003149,6,AGGRAVATED ASSAULT-ACT IN CONCERT,39-13-102,Felony B,08/29/2019
1078,C2003149,7,AGGRAVATED ASSAULT-ACT IN CONCERT,39-13-102,Felony B,08/29/2019
1079,C2003149,8,AGGRAVATED ASSAULT-ACT IN CONCERT,39-13-102,Felony B,08/29/2019
1080,C2003149,9,AGGRAVATED ASSAULT-ACT IN CONCERT,39-13-102,Felony B,08/29/2019
1081,C2003149,10,AGGRAVATED ASSAULT-ACT IN CONCERT,39-13-102,Felony B,08/29/2019
1082,C2003149,11,AGGRAVATED ASSAULT-ACT IN CONCERT,39-13-102,Felony B,08/29/2019
1083,C2003149,12,RECKLESS ENDANGERMENT-DEADLY WEAPON,39-13-103,Felony E,08/29/2019
1084,C2003149,13,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,08/29/2019
1085,C1910077,1,DRIVING U/INFLUENCE INTOX/DRUGS,55-10-401,Misdemeanor A,11/18/2018
1086,C1910077,2,DRIVING U/INFLUENCE INTOX/DRUGS,55-10-401,Misdemeanor A,11/18/2018
1087,C1910077,3,RECKLESS DRIVING,55-10-205,Misdemeanor B,11/18/2018
1088,C2005866,1,AGGRAVATED ASSAULT-ACT IN CONCERT,39-13-102,Felony B,01/21/2020
1089,C2005871,1,AGGRAVATED ASSAULT-ACT IN CONCERT,39-13-102,Felony B,01/09/2020
1090,C1908237,1,BURGLARY - BUILDING,39-14-402,Felony D,01/09/2019
1091,C1908237,2,THEFT OF PROPERTY $2500-$10000,39-14-103,Felony D,01/09/2019
1092,C1908237,101,PETITION TO SUSPEND REM OF SENTENCE,40-21-103,Civil Ordinances,05/07/2020
1093,C1908237,102,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,07/21/2021
1094,C1908236,1,BURGLARY - MOTOR VEHICLE,39-14-402,Felony E,01/10/2019
1095,C1908236,2,BURGLARY - MOTOR VEHICLE,39-14-402,Felony E,01/10/2019
1096,C1908236,3,BURGLARY - MOTOR VEHICLE,39-14-402,Felony E,01/10/2019
1097,C1908236,4,THEFT OF PROPERTY $1000-$2500,39-14-103,Felony E,01/10/2019
1098,C1908236,5,THEFT OF PROPERTY $1000-$2500,39-14-103,Felony E,01/10/2019
1099,C1908236,6,THEFT OF PROPERTY $1000 OR LESS,39-14-103,Misdemeanor A,01/10/2019
1100,C1908236,7,THEFT OF PROPERTY $1000 OR LESS,39-14-103,Misdemeanor A,01/10/2019
1101,C1908236,8,VANDALISM $1000 OR LESS,39-14-408,Misdemeanor A,01/10/2019
1102,C1908236,9,VANDALISM $1000 OR LESS,39-14-408,Misdemeanor A,01/10/2019
1103,C1908236,101,PETITION TO SUSPEND REM OF SENTENCE,40-21-103,Civil Ordinances,05/07/2020
1104,C1908238,1,CRIMINAL ATTEMPT-BURGLARY MOTOR VEHICLE,39-14-402,Misdemeanor A,01/09/2019
1105,C1908238,101,PETITION TO SUSPEND REM OF SENTENCE,40-21-103,Civil Ordinances,05/07/2020
1106,C1908238,102,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,07/21/2021
1107,C1902251,1,AGGRAVATED ASSAULT,39-13-102,Felony C,09/08/2018
1108,C1902251,2,AGGRAVATED ASSAULT,39-13-102,Felony C,09/08/2018
1109,C1902251,3,DOMESTIC ASSAULT-BODILY HARM,39-13-111,Misdemeanor A,09/08/2018
1110,C1902251,4,DOMESTIC ASSAULT-THREAT BODILY HARM,39-13-111,Misdemeanor A,09/08/2018
1111,13 06191-13644689,1,RAPE OF A CHILD,39-13-522,Felony A,12/31/2013
1112,13 06191-13644689,101,APPEAL,11-11-1111,Civil Ordinances,07/05/2018
1113,13 06191-13644689,102,PETITION FOR POST CONV RELIEF,40-30-102,Civil Ordinances,06/11/2020
1114,C2004126,1,SETTING FIRE TO PERSONAL PROP/LAND,39-14-303,Felony E,05/05/2020
1115,C2004126,2,SETTING FIRE TO PERSONAL PROP/LAND,39-14-303,Felony E,05/05/2020
1116,C2105782,1,FIRST DEGREE MURDER,39-13-202,Felony M,08/08/2021
1117,C1707012,1,BURGLARY - BUILDING,39-14-402,Felony D,03/23/2017
1118,C1707012,2,AGGRAVATED BURGLARY,39-14-403,Felony C,03/23/2017
1119,C1707012,3,THEFT OF PROPERTY $1000-$2500,39-14-103,Felony E,03/23/2017
1120,C1707012,101,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,01/29/2020
1121,C1707012,102,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,12/08/2021
1122,C2105520,1,CRIMINAL ATTEMPT-CARJACKING,39-13-404,Felony C,01/17/2021
1123,C2105520,2,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,01/17/2021
1124,C2105521,1,CRIMINAL ATTEMPT-CARJACKING,39-13-404,Felony C,01/17/2021
1125,C2105521,2,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,01/17/2021
1126,C2104244,1,AGGRAVATED BURGLARY,39-14-403,Felony C,02/03/2021
1127,C2104869,1,CARJACKING,39-13-404,Felony B,01/15/2020
1128,C2104869,2,POSS FIREARM/COMMISSION OF FELONY,39-17-1324,Felony D,01/15/2020
1129,C2104869,3,CRIMINAL ATTEMPT-AGGRAVATED ROBBERY,39-13-402,Felony C,01/15/2020
1130,C2104870,1,CARJACKING,39-13-404,Felony B,01/15/2020
1131,C2104870,2,POSS FIREARM/COMMISSION OF FELONY,39-17-1324,Felony D,01/15/2020
1132,C2104870,3,CRIMINAL ATTEMPT-AGGRAVATED ROBBERY,39-13-402,Felony C,01/15/2020
1133,C1804755,1,THEFT OF PROPERTY $2500-$10000,39-14-103,Felony D,05/25/2017
1134,C1804755,2,EVADING ARREST,39-16-603,Misdemeanor A,05/25/2017
1135,C1804755,101,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,01/15/2020
1136,C1804755,102,PETITION TO SUSPEND REM OF SENTENCE,40-21-103,Civil Ordinances,04/06/2020
1137,C1804755,103,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,08/06/2020
1138,C1804755,104,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,09/09/2021
1139,94 03460-93327099,1,CRIMINAL ATTEMPT FELONY,39-12-101,Felony E,11/23/1993
1140,94 03460-93327099,101,APPEAL,11-11-1111,Civil Ordinances,11/23/1993
1141,94 03460-93327099,102,MOTION - MISC,CR-PRO-R47,Civil Ordinances,11/23/1993
1142,94 03460-93327099,103,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,11/23/1993
1143,94 03460-93327099,104,MOTION TO REOPEN PCR,11-11-1111,Civil Ordinances,12/10/2021
1144,94 03462-93327099,1,AGGRAVATED ROBBERY,39-13-402,Felony B,11/23/1993
1145,94 03462-93327099,101,APPEAL,11-11-1111,Civil Ordinances,11/23/1993
1146,94 03462-93327099,102,MOTION - MISC,CR-PRO-R47,Civil Ordinances,11/23/1993
1147,94 03462-93327099,103,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,11/23/1993
1148,94 03462-93327099,104,MOTION TO REOPEN PCR,11-11-1111,Civil Ordinances,12/09/2021
1149,94 03463-93327099,1,AGGRAVATED ROBBERY,39-13-402,Felony B,11/23/1993
1150,94 03463-93327099,101,APPEAL,11-11-1111,Civil Ordinances,11/23/1993
1151,94 03463-93327099,102,MOTION - MISC,CR-PRO-R47,Civil Ordinances,11/23/1993
1152,94 03463-93327099,103,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,11/23/1993
1153,94 03463-93327099,104,MOTION TO REOPEN PCR,11-11-1111,Civil Ordinances,12/09/2021
1154,94 03464-93327099,1,AGGRAVATED ROBBERY,39-13-402,Felony B,11/23/1993
1155,94 03464-93327099,101,APPEAL,11-11-1111,Civil Ordinances,11/23/1993
1156,94 03464-93327099,102,MOTION - MISC,CR-PRO-R47,Civil Ordinances,11/23/1993
1157,94 03464-93327099,103,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,11/23/1993
1158,94 03464-93327099,104,MOTION TO REOPEN PCR,11-11-1111,Civil Ordinances,12/09/2021
1159,C2102532,1,FIRST DEGREE MURDER,39-13-202,Felony M,01/12/2016
1160,C2102532,2,CONVICTED FELON IN POSS HANDGUN W/P,39-17-1307,Felony C,01/12/2016
